x_lon,y_lat,depth,dts,dto,reg,srn,exclude
14.57708333333332,53.57291666666666,1.0,0.8255765370801692,589.8789959404402,24.0,36G4,5
14.743750000000006,53.57291666666666,-0.0,0.0,595.7332577378671,24.0,36G4,5
14.57708333333332,53.62291666666667,10.0,0.8245999927415723,585.0362393383748,24.0,36G4,5
14.493750000000006,53.67291666666665,1.0,0.8236228204382005,577.3516976807402,24.0,36G4,5
14.57708333333332,53.67291666666665,1.0,1.2398945000575692,580.6601985699479,24.0,36G4,5
14.57708333333332,53.72291666666666,1.0,0.8226450209064541,575.1058942446442,24.0,36G4,5
13.993750000000006,53.772916666666674,2.0,0.926886188094992,555.3653699242992,24.0,36G3,5
14.07708333333332,53.772916666666674,4.0,2.89958619461298,556.0657456272227,24.0,36G4,5
14.160416666666665,53.772916666666674,4.0,3.707544752370062,558.0770836956891,24.0,36G4,5
14.243750000000006,53.772916666666674,2.0,1.8537723761864464,560.2344309404608,24.0,36G4,5
14.32708333333332,53.772916666666674,-0.0,0.0,562.2928000401074,24.0,36G4,5
14.57708333333332,53.772916666666674,-0.0,0.8216665948987191,570.9619913771829,24.0,36G4,5
13.82708333333332,53.82291666666666,-0.0,0.8206875431521604,550.0944238740465,24.0,36G3,5
13.910416666666665,53.82291666666666,2.0,1.8851434890986447,549.1295204452031,24.0,36G3,5
13.993750000000006,53.82291666666666,5.0,2.7806585642779003,550.082260603588,24.0,36G3,5
14.07708333333332,53.82291666666666,5.0,5.5613171285558005,550.6880277903973,24.0,36G4,5
14.160416666666665,53.82291666666666,5.0,5.5613171285558005,552.8805366516654,24.0,36G4,5
14.243750000000006,53.82291666666666,5.0,1.884859226835675,554.4729405388885,24.0,36G4,5
14.32708333333332,53.82291666666666,6.0,0.8206875431521604,557.4848592268357,24.0,36G4,5
14.57708333333332,53.82291666666666,1.0,0.8206875431519516,567.6257463450653,24.0,36G4,5
13.743750000000006,53.87291666666667,-0.0,0.0,549.5496814508083,24.0,36G3,5
13.82708333333332,53.87291666666667,2.0,1.237405701989984,545.2195447317646,24.0,36G3,5
13.910416666666665,53.87291666666667,-0.0,0.8197078664181177,543.5682033166473,24.0,36G3,5
14.32708333333332,53.87291666666667,1.0,0.8197078664199949,552.001823546242,24.0,36G4,5
14.410416666666665,53.87291666666667,-0.0,0.0,554.4286966997279,24.0,36G4,5
11.410416666666665,53.92291666666665,2.0,0.8187275654409857,493.5695204452031,22.0,36G1,3
14.32708333333332,53.92291666666665,7.0,1.2367564984644086,547.1980508146153,24.0,36G4,5
14.410416666666665,53.92291666666665,2.0,0.8187275654408814,549.5891847101635,24.0,36G4,5
10.910416666666665,53.97291666666666,11.0,1.6354932755720806,489.6234426203634,22.0,36G0,3
11.32708333333332,53.97291666666666,9.0,1.8537723761829088,488.00820331664727,22.0,36G1,3
13.993750000000006,53.97291666666666,3.0,1.8537723761829088,532.6774315535398,24.0,36G3,3
14.07708333333332,53.97291666666666,1.0,0.8177466409690725,534.6836405414294,24.0,36G4,3
14.160416666666665,53.97291666666666,8.0,0.8177466409671998,536.6962532275179,24.0,36G4,3
14.243750000000006,53.97291666666666,10.0,4.914820708789525,539.5518900323068,24.0,36G4,5
14.32708333333332,53.97291666666666,10.0,6.539604556246993,542.3231209272055,24.0,36G4,5
14.410416666666665,53.97291666666666,11.0,5.2442685947125405,544.7475361934681,24.0,36G4,5
14.493750000000006,53.97291666666666,10.0,1.2361073187670897,547.5650933110261,24.0,36G4,5
