x_lon,y_lat,year,country,HaulNumber,doty,trawl_depth,trawl_dur,trawl_net,time_minutes,ntd
10.9667,54.9687,2020,DE,26,285,21.0,30,6.8,1436,-1
14.6185,55.2657,2020,DE,27,286,35.5,30,5.0,965,0
14.3332,55.2997,2020,DE,28,286,21.5,34,6.6,1067,-1
13.8698,55.2658,2020,DE,29,286,25.0,30,6.0,1208,-1
13.4333,55.266,2020,DE,30,286,12.0,35,6.0,1336,-1
12.9947,55.2762,2020,DE,31,287,18.0,30,6.3999963,32,-1
12.8695,55.7105,2020,DE,32,287,8.5,20,6.0,989,0
12.7878,55.8073,2020,DE,33,287,16.5,30,6.0,1089,-1
12.7093,55.926,2020,DE,34,287,22.0,30,6.0,1218,-1
12.491,56.1205,2020,DE,35,288,14.0,30,6.0,10,-1
11.9967,56.1632,2020,DE,36,289,10.0,30,6.0,1010,0
11.5003,56.1163,2020,DE,37,289,14.0,30,6.0,1147,-1
10.9527,56.1772,2020,DE,38,289,14.5,30,6.0,1319,-1
11.2907,56.3708,2020,DE,39,290,25.5,30,6.0,21,-1
12.4327,56.4667,2020,DE,40,290,23.5,30,6.0,997,0
12.207,56.8897,2020,DE,41,290,17.0,30,6.3,1201,-1
11.9525,57.1565,2020,DE,42,290,33.0,30,6.0,1346,-1
11.4203,57.384,2020,DE,43,291,12.5,30,6.0,103,-1
11.4888,57.214,2020,DE,44,291,28.5,30,6.0,1003,0
11.7238,56.9888,2020,DE,45,291,11.0,30,6.0,1161,-1
11.7873,56.8667,2020,DE,46,291,15.0,30,6.0,1263,-1
11.5773,56.613,2020,DE,47,292,20.5,30,6.0,989,0
12.065,56.5968,2020,DE,48,292,17.5,30,6.0,1163,-1
12.12,56.453,2020,DE,49,292,19.0,30,6.0,1279,-1
14.317,55.0823,2020,DE,50,293,11.0,30,6.0,1008,0
13.8758,55.0828,2020,DE,51,293,24.0,30,6.0,1160,-1
13.3352,55.0825,2020,DE,52,293,31.5,30,6.0,1327,-1
12.8778,55.0927,2020,DE,53,294,22.5,30,6.0,15,-1
12.6583,55.087,2020,DE,54,294,9.0,30,6.0,102,-1
12.366,54.8257,2020,DE,55,294,12.5,30,6.0,1021,-1
24.105667,59.718334,2020,FI,1,266,22.0,30,17.1,989,0
19.106167,61.123833,2020,FI,10,269,17.0,32,15.9,1,-1
17.982,61.27,2020,FI,11,269,38.0,64,16.2,553,1
17.8695,61.5525,2020,FI,12,269,45.0,60,15.0,784,1
18.115667,61.635666,2020,FI,13,269,10.0,32,17.8,966,0
18.624666,61.650833,2020,FI,14,269,10.0,30,18.0,1150,-1
19.102667,61.644165,2020,FI,15,270,8.0,20,18.2,1343,-1
20.209167,61.852665,2020,FI,16,270,80.0,90,15.3,269,0
20.375166,62.138668,2020,FI,17,270,70.0,70,18.2,808,1
20.208666,62.301666,2020,FI,18,270,22.0,60,18.0,1054,-1
20.2765,62.5715,2020,FI,19,271,11.0,31,19.0,1421,-1
23.292667,59.598,2020,FI,2,267,30.0,15,15.0,1292,-1
19.861,62.616333,2020,FI,20,271,70.0,69,16.6,180,-1
20.380333,62.911,2020,FI,21,271,14.0,50,20.3,940,0
20.382833,63.25617,2020,FI,22,271,14.0,45,16.7,1155,-1
19.7135,63.237667,2020,FI,23,272,21.0,45,15.4,1393,-1
19.305,62.8195,2020,FI,24,272,80.0,60,15.1,322,0
18.875334,62.588833,2020,FI,25,272,85.0,71,15.0,648,1
18.490833,62.387,2020,FI,26,272,14.0,50,19.8,942,0
19.312,62.377167,2020,FI,27,272,11.0,30,16.1,1186,-1
19.789833,62.245834,2020,FI,28,273,23.0,60,10.0,1347,-1
18.8435,62.141335,2020,FI,29,273,20.0,40,20.3,131,-1
21.432333,59.64683,2020,FI,3,267,80.0,45,15.5,323,1
18.543667,62.1415,2020,FI,30,273,8.0,40,19.0,489,1
19.158167,61.862835,2020,FI,31,273,7.0,30,19.6,988,0
20.574333,61.6145,2020,FI,32,274,10.0,112,21.3,1360,-1
20.406,61.314167,2020,FI,33,274,68.0,90,14.0,273,0
19.944,61.320667,2020,FI,34,274,75.0,100,14.3,566,1
20.652666,60.918667,2020,FI,36,275,11.0,120,21.3,1328,-1
19.3775,60.917835,2020,FI,37,275,60.0,60,16.1,306,0
19.215166,60.147,2020,FI,38,275,11.0,60,19.8,930,0
20.2995,59.327835,2020,FI,39,276,16.0,26,16.2,1322,-1
20.230333,59.766,2020,FI,4,267,42.0,60,15.0,695,1
20.697,59.16083,2020,FI,40,276,29.0,45,18.5,168,-1
21.3765,59.560665,2020,FI,41,276,65.0,20,15.1,482,1
22.166334,59.529667,2020,FI,42,276,28.0,10,15.7,936,0
22.697,59.593334,2020,FI,43,276,14.0,30,19.8,1070,-1
23.4655,59.563,2020,FI,44,277,21.0,45,17.4,1407,-1
25.436167,59.916332,2020,FI,45,277,28.0,30,18.6,888,0
25.822166,60.015835,2020,FI,46,277,17.0,30,20.3,1047,-1
26.2705,60.0765,2020,FI,47,277,17.0,30,20.5,1233,-1
19.556168,59.930332,2020,FI,5,267,16.0,90,19.1,971,0
18.9225,60.562332,2020,FI,6,268,8.0,50,19.9,1374,-1
18.040667,60.74917,2020,FI,7,268,24.0,70,15.8,665,1
18.045834,61.073,2020,FI,8,268,13.0,90,17.0,989,0
18.773,61.098,2020,FI,9,269,8.0,30,18.4,1263,-1
20.7804,55.903282,2020,LT,1,286,30.25,30,18.0,365,1
20.370033,55.904133,2020,LT,2,286,43.0,30,18.0,550,1
20.854366,55.581165,2020,LT,3,301,43.0,30,18.0,410,1
19.791233,55.72307,2020,LT,4,301,75.0,30,22.0,755,1
19.173334,56.083332,2020,LV,1,282,69.0,30,18.0,720,1
20.205,57.113335,2020,LV,10,287,75.0,30,20.0,620,1
21.113333,57.363335,2020,LV,11,289,45.0,10,20.0,815,1
20.075,57.28,2020,LV,12,290,70.0,30,20.0,380,1
19.685,57.376667,2020,LV,13,290,45.0,30,20.0,580,1
19.735,57.6,2020,LV,14,290,75.0,30,20.0,815,1
20.34,57.583332,2020,LV,15,291,40.0,30,20.0,340,0
21.083334,57.591667,2020,LV,16,291,42.0,20,20.0,570,1
21.138334,57.81167,2020,LV,17,291,55.0,20,20.0,770,1
20.945,57.866665,2020,LV,18,291,50.0,30,20.0,885,0
20.023333,56.118332,2020,LV,2,283,40.0,30,20.0,790,1
20.253334,56.378334,2020,LV,3,284,36.0,30,22.0,660,1
19.886667,56.395,2020,LV,4,284,70.0,30,20.0,845,1
19.071667,56.616665,2020,LV,5,285,70.0,30,20.0,425,1
19.878334,56.701668,2020,LV,6,285,69.0,30,18.0,695,1
20.758333,56.875,2020,LV,7,286,38.0,15,20.0,450,1
20.331667,56.87,2020,LV,8,286,45.0,20,20.0,615,1
19.651667,57.118332,2020,LV,9,287,75.0,30,20.0,405,1
18.92,54.46,2020,PL,1,259,34.0,15,20.0,800,1
18.66,54.97,2020,PL,10,265,44.0,20,20.0,345,1
18.36,55.19,2020,PL,11,265,46.5,30,20.0,745,1
18.34,55.51,2020,PL,12,265,30.0,20,20.0,980,0
18.02,55.56,2020,PL,13,266,45.0,20,20.0,670,1
18.01,55.34,2020,PL,14,266,50.0,30,20.0,850,1
17.68,55.32,2020,PL,15,267,43.0,30,17.0,560,1
17.55,55.54,2020,PL,16,267,20.5,45,18.0,810,1
17.35,55.17,2020,PL,17,268,36.0,30,20.0,390,1
17.02,55.24,2020,PL,18,268,46.5,30,20.0,835,1
16.63,55.29,2020,PL,19,269,43.0,30,20.0,415,1
18.99,54.55,2020,PL,2,259,15.5,20,19.0,960,0
16.27,54.73,2020,PL,20,269,20.0,60,18.0,945,0
15.35,54.5,2020,PL,21,270,25.5,30,19.0,480,1
15.32,54.81,2020,PL,22,270,48.0,30,12.0,725,1
15.71,54.87,2020,PL,23,271,48.0,30,18.0,320,0
15.64,54.7,2020,PL,24,271,38.5,30,19.0,450,1
15.65,54.49,2020,PL,25,271,35.0,30,18.0,655,1
16.02,54.84,2020,PL,26,272,33.0,30,18.0,410,1
16.06,55.22,2020,PL,27,272,49.0,30,22.0,640,1
16.34,55.17,2020,PL,28,272,45.0,30,21.0,870,1
19.08,55.11,2020,PL,3,260,59.0,30,21.0,680,1
19.31,54.83,2020,PL,4,260,42.0,30,20.0,950,1
19.14,54.42,2020,PL,5,262,21.0,10,19.0,870,1
19.31,54.5,2020,PL,6,263,35.0,20,20.0,335,1
19.17,54.59,2020,PL,7,263,51.5,30,19.0,550,1
18.67,55.7,2020,PL,8,264,60.0,30,19.0,585,1
18.65,55.34,2020,PL,9,264,45.0,30,20.0,845,1
17.196,57.6124,2021,SE,1,270,20.0,35,25.23,188,-1
17.2988,57.2346,2021,SE,2,270,35.0,32,25.6,493,1
17.2024,56.7754,2021,SE,3,270,21.0,31,28.07,803,1
16.9095,56.6217,2021,SE,4,270,13.0,58,24.0,1044,0
17.49,56.6219,2021,SE,5,271,20.0,47,28.0,19,-1
17.7825,57.1533,2021,SE,6,271,16.0,28,29.99,408,1
18.1317,57.68,2021,SE,7,271,19.0,26,28.8,784,1
17.5416,57.866,2021,SE,8,271,19.0,25,27.99,1160,-1
17.4083,58.1339,2021,SE,9,272,21.0,41,28.66,42,-1
17.6106,58.3922,2021,SE,10,272,23.0,20,29.19,401,1
18.194,58.3879,2021,SE,11,272,17.0,40,29.0,640,1
18.7454,58.1171,2021,SE,12,272,16.0,47,27.64,1022,0
18.6103,58.5811,2021,SE,13,272,19.0,30,27.94,1413,-1
18.3757,58.5761,2021,SE,14,273,20.0,61,27.99,110,-1
18.4305,58.7343,2021,SE,15,273,22.0,20,28.84,395,1
19.2949,58.689,2021,SE,16,273,22.0,45,29.05,739,1
19.5096,58.8876,2021,SE,17,273,20.0,45,26.65,1120,-1
19.238,59.0781,2021,SE,18,273,22.0,46,30.0,1407,-1
19.8592,59.1213,2021,SE,19,274,25.0,37,29.43,381,1
20.1399,58.8433,2021,SE,20,274,20.0,40,28.17,661,1
20.1,58.5703,2021,SE,21,274,15.0,46,26.6,1047,-1
19.6093,58.3997,2021,SE,22,274,21.0,45,29.16,1328,-1
19.4249,58.109,2021,SE,23,275,16.0,31,28.62,172,-1
19.8726,57.8639,2021,SE,24,275,26.0,60,27.8,485,1
19.4839,57.577,2021,SE,25,275,17.0,20,34.14,928,0
19.8291,57.4677,2021,SE,26,275,20.0,35,29.19,1153,-1
19.4046,57.2666,2021,SE,27,276,20.0,45,29.07,59,-1
18.9598,57.1616,2021,SE,28,276,11.0,28,28.92,426,1
18.9133,56.7199,2021,SE,29,276,14.0,67,27.67,876,1
18.8668,56.6041,2021,SE,30,276,17.0,41,28.56,1158,-1
18.5225,56.3632,2021,SE,31,277,11.0,18,28.7,163,-1
18.4682,56.122,2021,SE,32,277,26.0,97,30.02,455,1
17.7547,56.1235,2021,SE,33,277,32.0,35,30.36,771,1
17.7708,56.3002,2021,SE,34,277,9.0,22,32.54,965,0
16.7117,56.2516,2021,SE,35,277,14.0,29,29.19,1410,-1
17.1833,55.9554,2021,SE,36,278,8.0,17,31.75,214,-1
17.696,55.8742,2021,SE,37,278,27.0,35,28.19,442,1
16.6008,55.7562,2021,SE,38,278,12.0,27,27.21,922,0
16.2824,55.7371,2021,SE,39,278,19.0,30,31.31,1225,-1
15.8202,55.3948,2021,SE,40,279,22.0,40,28.61,65,-1
15.6422,55.1904,2021,SE,41,279,50.0,30,28.97,330,0
14.8739,55.3713,2021,SE,42,279,32.0,46,26.87,709,1
14.6014,55.6148,2021,SE,43,279,24.0,58,28.08,978,0
14.8569,55.6814,2021,SE,44,279,24.0,56,26.27,1361,-1
15.2223,55.5821,2021,SE,45,280,16.0,60,29.88,157,-1
15.7907,55.5226,2021,SE,46,280,39.0,47,28.78,432,1
16.1385,56.058,2021,SE,47,280,10.0,46,28.0,814,1
20.45,58.266945,2021,EE,1,297,40.0,30,35.0,460,1
20.468334,58.383335,2021,EE,2,297,55.0,20,25.0,575,1
21.03389,58.38389,2021,EE,3,297,60.0,30,25.0,755,1
21.285,58.38389,2021,EE,4,297,45.0,15,25.0,865,0
23.433332,59.384724,2021,EE,5,298,30.0,10,17.0,420,1
23.884167,59.468334,2021,EE,6,298,35.0,10,23.0,595,1
24.25,59.535,2021,EE,7,298,45.0,15,23.0,805,1
24.885279,59.73389,2021,EE,8,299,20.0,15,20.0,355,0
25.185,59.734722,2021,EE,9,299,35.0,10,23.0,460,1
25.634722,59.75028,2021,EE,10,299,35.0,10,18.0,600,1
26.1525,59.75,2021,EE,11,299,25.0,15,25.0,750,1
26.5025,59.75,2021,EE,12,299,20.0,10,18.0,865,0
24.018888,59.4675,2021,EE,13,300,40.0,15,20.0,435,1
22.618334,59.334446,2021,EE,14,301,50.0,15,25.0,420,1
22.134167,59.135277,2021,EE,15,301,45.0,5,20.0,630,1
21.71889,59.267223,2021,EE,16,301,15.0,15,20.0,790,1
21.516666,59.20111,2021,EE,17,301,40.0,20,27.0,870,0
21.35111,58.635,2021,EE,18,302,50.0,20,25.0,375,0
22.016945,58.635277,2021,EE,19,302,18.0,15,22.0,590,1
21.250834,58.918888,2021,EE,20,303,60.0,30,21.0,590,1
12.1572,54.3987,2021,DE,1,282,6.0,30,6.5,1028,0
12.7128,54.7195,2021,DE,2,282,11.5,30,6.6,1251,-1
13.5612,54.7172,2021,DE,3,283,28.5,20,6.3,22,-1
14.1167,54.6778,2021,DE,4,283,14.5,30,7.199996,1098,-1
13.8255,54.5682,2021,DE,5,283,12.0,30,7.6,1128,-1
13.7258,54.4882,2021,DE,6,283,11.0,30,7.6,1216,-1
14.6905,54.6198,2021,DE,7,284,29.5,30,6.8,117,-1
14.1902,54.9002,2021,DE,8,284,19.5,30,6.8999963,1013,0
13.6935,54.8977,2021,DE,9,284,34.0,15,6.5,1191,-1
12.9772,54.8985,2021,DE,10,285,21.5,30,7.3,1248,-1
12.3775,54.8313,2021,DE,11,285,11.5,30,6.8,1435,-1
11.735,54.2667,2021,DE,12,286,13.0,30,7.8,1017,0
11.1205,54.0802,2021,DE,13,286,12.5,30,7.6,1215,-1
11.464,54.4322,2021,DE,14,286,15.0,30,7.8999963,1413,-1
11.251,54.5728,2021,DE,15,287,16.5,30,7.3,109,-1
10.7187,54.5623,2021,DE,16,287,10.0,30,6.8999963,999,0
10.7067,54.4372,2021,DE,17,287,7.0,30,7.8999963,1095,-1
10.3523,54.7848,2021,DE,18,288,15.0,30,6.8,1263,-1
10.1692,54.6438,2021,DE,19,289,13.0,30,5.699996,14,-1
9.8163,55.1008,2021,DE,20,289,11.0,30,8.7,1008,0
9.8297,55.5748,2021,DE,21,289,10.0,30,7.3,1332,-1
10.3542,55.7007,2021,DE,22,290,14.0,30,7.0,46,-1
10.5708,56.071,2021,DE,23,290,15.0,30,7.1,977,0
10.8397,55.9933,2021,DE,24,290,10.0,30,7.3999963,1070,-1
10.9955,55.798,2021,DE,25,290,9.0,20,4.5,1251,-1
10.887,55.4593,2021,DE,26,291,14.0,30,6.199996,94,-1
10.9328,55.251,2021,DE,27,291,10.5,30,8.1,974,0
11.29,55.1377,2021,DE,28,291,13.0,30,6.5,1119,-1
10.8363,54.8315,2021,DE,29,291,13.0,20,6.8,1350,-1
12.8605,55.7088,2021,DE,30,292,8.0,15,7.3,1000,0
12.7345,55.911,2021,DE,31,292,9.5,30,6.699996,1149,-1
12.6577,56.0563,2021,DE,32,293,5.0,5,8.7,15,-1
11.0495,56.2727,2021,DE,33,293,11.5,30,7.3999963,1434,-1
11.49,56.3668,2021,DE,34,294,11.5,30,6.5,123,-1
12.5892,55.0965,2021,DE,35,296,10.0,30,7.3999963,1034,-1
13.1103,55.0837,2021,DE,36,296,16.5,30,8.299993,1190,-1
13.5615,55.0822,2021,DE,37,296,7.5,30,8.299993,1335,-1
14.3165,55.0832,2021,DE,38,297,9.5,30,7.3999963,109,-1
14.6285,55.2683,2021,DE,39,297,17.0,30,6.199996,977,0
14.3398,55.3065,2021,DE,40,297,21.5,30,7.0,1080,-1
13.7022,55.2683,2021,DE,41,297,19.0,30,7.5,1264,-1
12.9927,55.2787,2021,DE,42,298,14.0,32,7.6,15,-1
11.9382,56.3672,2021,DE,43,298,20.0,20,7.3,973,0
12.112,56.418,2021,DE,44,298,20.5,30,7.3,1065,-1
12.0478,56.6142,2021,DE,45,298,12.0,30,8.5,1194,-1
11.758,56.6175,2021,DE,46,298,24.0,30,6.8999963,1284,-1
11.9368,56.8655,2021,DE,47,299,19.5,15,8.5,995,0
12.303,56.7875,2021,DE,48,299,17.5,30,7.699996,1123,-1
12.4357,56.6252,2021,DE,49,299,17.0,30,7.3999963,1228,-1
12.4357,56.4528,2021,DE,50,299,16.0,30,8.0,1339,-1
23.222,59.654335,2021,FI,1,265,10.0,45,17.1,1285,-1
22.547832,59.657333,2021,FI,2,265,28.0,45,14.8,123,-1
21.128,59.668667,2021,FI,3,265,23.0,90,18.0,543,1
19.747833,59.9185,2021,FI,4,265,25.0,60,11.9,1044,0
19.454,60.080334,2021,FI,5,266,17.0,75,11.5,1379,-1
18.875668,60.932335,2021,FI,6,266,50.0,75,10.0,500,1
18.1435,61.1,2021,FI,7,266,20.0,60,12.9,971,0
19.184668,61.133167,2021,FI,8,267,15.0,60,15.0,365,1
18.1755,61.311832,2021,FI,9,267,15.0,45,15.7,895,1
17.982166,61.238667,2021,FI,10,267,17.0,90,17.0,1031,0
18.141167,61.635166,2021,FI,11,268,15.0,45,17.2,1395,-1
19.2335,61.678,2021,FI,12,268,50.0,81,10.0,319,0
18.4855,61.900665,2021,FI,13,268,48.0,90,10.0,684,1
18.385,62.1545,2021,FI,14,268,14.0,30,16.8,1060,-1
18.84,62.157333,2021,FI,15,269,16.0,40,18.3,1260,-1
19.2325,62.281,2021,FI,16,269,70.0,75,9.0,320,0
18.7425,62.614666,2021,FI,17,269,63.0,90,9.3,780,1
19.328667,62.60317,2021,FI,18,269,17.0,45,16.7,1050,0
19.535667,63.044,2021,FI,19,270,17.0,90,17.3,1341,-1
20.377666,63.166832,2021,FI,20,270,42.0,90,10.0,270,0
19.6805,62.646667,2021,FI,21,270,74.0,90,9.9,690,1
20.0755,62.605335,2021,FI,22,270,97.0,60,17.4,932,0
20.2865,62.595,2021,FI,23,270,17.0,60,17.0,1107,-1
20.562,62.408165,2021,FI,24,271,15.0,75,15.8,1403,-1
19.580166,62.32733,2021,FI,25,271,75.0,100,10.7,356,1
20.040667,62.096333,2021,FI,26,271,80.0,95,11.0,680,1
20.670166,61.968834,2021,FI,27,271,17.0,60,17.4,1055,-1
20.478,61.821167,2021,FI,28,272,100.0,60,15.7,1282,-1
19.626167,61.661,2021,FI,29,272,10.0,90,10.1,235,0
19.570168,61.3275,2021,FI,30,272,17.0,30,16.9,887,1
20.015833,61.100666,2021,FI,31,272,17.0,67,17.3,1077,-1
20.468,61.0995,2021,FI,32,273,17.0,75,18.5,1350,-1
19.286167,60.947166,2021,FI,33,273,80.0,90,11.2,482,1
20.1465,60.815166,2021,FI,34,273,17.0,47,17.8,895,1
19.771166,60.798832,2021,FI,35,273,20.0,30,16.4,1069,-1
20.341333,59.184834,2021,FI,36,274,20.0,30,17.8,913,0
20.844,59.222168,2021,FI,37,274,22.0,60,14.0,1121,-1
21.048334,59.541668,2021,FI,38,275,14.0,24,14.0,1409,-1
22.753,59.571,2021,FI,39,275,16.0,33,15.8,404,1
23.478167,59.562332,2021,FI,40,275,17.0,90,16.9,642,1
24.042667,59.756332,2021,FI,41,275,24.0,30,16.1,990,0
25.103167,59.97167,2021,FI,42,276,15.0,45,16.4,1331,-1
26.336834,60.122,2021,FI,43,276,23.0,30,16.3,938,0
25.343,60.032833,2021,FI,44,277,18.0,15,18.0,1270,-1
20.781666,55.923332,2021,LT,1,287,28.0,30,17.0,360,0
20.33,55.925,2021,LT,2,287,31.0,30,17.0,455,1
19.826666,55.923332,2021,LT,3,287,61.0,30,20.0,625,1
19.285,55.881668,2021,LT,4,287,70.0,30,21.0,805,1
19.695,55.772667,2021,LT,5,288,71.0,30,21.0,305,0
20.082666,55.59833,2021,LT,6,288,76.0,30,22.0,480,1
20.791666,55.590332,2021,LT,7,288,46.0,30,19.0,695,1
19.15,56.05111,2021,LV,1,286,70.0,30,20.0,400,1
20.035,56.100277,2021,LV,2,286,41.5,20,23.0,705,1
20.316944,56.3675,2021,LV,3,287,31.5,20,23.0,420,1
19.784721,56.38361,2021,LV,4,287,67.0,30,24.0,615,1
19.135555,56.601944,2021,LV,5,289,26.0,30,22.0,415,1
20.402222,56.866943,2021,LV,6,290,45.0,20,30.0,555,1
20.216667,56.852222,2021,LV,7,290,52.5,30,65.0,710,1
19.935,56.866665,2021,LV,8,290,22.5,30,15.0,905,0
19.300833,57.102222,2021,LV,9,291,34.0,30,18.0,580,1
20.101389,57.101387,2021,LV,10,291,39.0,30,28.0,830,1
21.1525,57.251667,2021,LV,11,292,36.5,20,23.0,365,0
20.568611,57.38389,2021,LV,12,292,50.0,30,20.0,640,1
20.733889,57.61889,2021,LV,13,292,27.5,30,25.0,860,1
19.01,54.42,2021,PL,1,256,25.0,30,18.0,740,1
19.22,54.42,2021,PL,2,256,33.0,15,19.0,895,1
18.93,54.46,2021,PL,3,257,33.0,30,20.0,450,1
18.93,54.55,2021,PL,4,257,42.0,15,20.0,625,1
19.17,54.6,2021,PL,5,258,60.0,30,18.0,375,1
19.25,54.84,2021,PL,6,258,80.0,30,20.0,610,1
18.98,55.26,2021,PL,7,258,42.5,30,18.0,930,1
18.64,55.74,2021,PL,8,259,37.0,30,19.0,670,1
18.65,55.33,2021,PL,9,259,31.0,30,18.0,970,0
18.68,55.16,2021,PL,10,260,28.0,30,19.0,370,1
18.67,54.87,2021,PL,11,260,39.0,30,18.0,590,1
18.32,55.19,2021,PL,12,260,28.0,30,18.0,955,1
15.33,54.47,2021,PL,13,262,13.0,30,18.0,485,1
15.31,54.74,2021,PL,14,262,45.0,30,18.0,725,1
15.65,54.88,2021,PL,15,263,53.0,30,18.0,335,0
15.65,54.72,2021,PL,16,263,33.5,30,19.0,510,1
15.65,54.43,2021,PL,17,263,23.0,30,18.0,745,1
15.76,54.41,2021,PL,18,263,20.0,30,18.0,905,1
16.01,54.73,2021,PL,19,264,29.0,30,18.0,435,1
16.19,55.25,2021,PL,20,264,54.0,30,20.0,810,1
16.69,55.25,2021,PL,21,265,48.0,30,20.0,375,1
17.01,55.41,2021,PL,22,265,25.0,45,18.0,760,1
17.02,55.15,2021,PL,23,265,28.0,30,18.0,880,1
18.07,55.65,2021,PL,24,269,49.0,30,19.0,745,1
17.98,55.43,2021,PL,25,269,26.0,30,18.0,945,0
17.99,55.18,2021,PL,26,270,22.0,30,18.0,415,1
17.64,55.3,2021,PL,27,270,53.0,30,18.0,830,1
17.31,55.24,2021,PL,28,271,66.0,30,20.0,535,1
17.32,55.12,2021,PL,29,271,31.0,30,18.0,685,1
17.1542,57.669,2022,SE,1,276,21.0,30,28.75,1421,-1
17.3682,57.2463,2022,SE,2,277,21.0,46,32.34,265,0
17.3284,56.8616,2022,SE,3,277,24.0,55,29.7,566,1
16.9097,56.6476,2022,SE,4,277,20.0,76,29.9,872,1
16.8512,56.5156,2022,SE,5,277,33.0,45,20.43,1104,-1
16.7616,56.3887,2022,SE,6,277,25.0,15,28.0,1350,-1
17.7892,56.4066,2022,SE,8,278,15.0,60,28.0,673,1
17.3356,56.4484,2022,SE,9,278,14.0,29,43.1,972,0
17.3227,56.6476,2022,SE,10,278,28.0,30,20.0,1196,-1
17.6766,56.8081,2022,SE,11,279,23.0,45,30.0,33,-1
17.749,57.2806,2022,SE,12,279,21.0,19,28.66,377,1
17.9196,57.6607,2022,SE,13,279,21.0,40,28.63,655,1
18.4556,57.8711,2022,SE,14,279,36.0,98,27.86,986,0
18.0482,57.8772,2022,SE,15,279,19.0,45,29.85,1407,-1
17.4981,57.8896,2022,SE,16,280,19.0,20,29.89,237,-1
17.4619,58.1894,2022,SE,17,280,48.0,64,29.59,495,1
17.8976,58.3262,2022,SE,18,280,41.0,71,27.48,797,1
18.7049,58.1561,2022,SE,19,281,17.0,30,30.8,301,0
18.7081,58.2884,2022,SE,20,281,43.0,90,27.54,480,1
18.7202,58.4948,2022,SE,21,281,64.0,63,27.91,802,1
18.2486,58.6619,2022,SE,22,281,19.0,31,28.0,1185,-1
18.707,58.8038,2022,SE,23,282,42.0,65,29.01,49,-1
19.2208,58.7952,2022,SE,24,282,36.0,59,25.64,321,0
19.5726,58.6547,2022,SE,25,282,42.0,70,26.47,578,1
19.8763,58.8462,2022,SE,26,282,59.0,32,25.62,863,1
19.5353,59.0911,2022,SE,27,282,27.0,40,17.53,1170,-1
19.8076,59.3306,2022,SE,28,283,11.0,20,31.98,27,-1
19.7852,59.1231,2022,SE,29,283,16.0,20,30.29,228,-1
20.1404,58.9466,2022,SE,30,283,37.0,74,27.01,471,1
20.336,58.5578,2022,SE,31,283,37.0,55,29.37,918,0
19.4374,58.3857,2022,SE,32,284,17.0,25,30.97,58,-1
19.6038,58.1846,2022,SE,33,284,42.0,37,29.44,313,0
19.6675,57.9065,2022,SE,34,284,43.0,47,27.36,571,1
19.8907,57.6521,2022,SE,35,284,42.0,58,28.25,925,0
19.4581,57.4104,2022,SE,36,284,17.0,20,30.54,1309,-1
19.3691,57.19,2022,SE,37,285,20.0,24,28.66,254,0
18.8953,57.1012,2022,SE,38,285,44.0,93,29.56,533,1
18.7595,56.8578,2022,SE,39,285,23.0,22,31.24,871,1
18.8732,56.5775,2022,SE,40,285,19.0,30,28.59,1116,-1
18.555,56.378,2022,SE,41,286,21.0,30,30.3,16,-1
18.5015,56.1255,2022,SE,42,286,34.0,60,27.35,288,0
17.8034,55.8837,2022,SE,43,286,15.0,50,28.43,625,1
17.1236,55.7661,2022,SE,44,286,9.0,46,30.0,1046,-1
16.6597,55.7026,2022,SE,45,286,20.0,45,30.5,1301,-1
16.1928,55.571,2022,SE,46,287,22.0,23,29.91,169,-1
15.9267,55.6501,2022,SE,47,287,40.0,52,27.76,504,1
15.9554,55.5048,2022,SE,48,287,53.0,30,26.49,666,1
15.8305,55.2075,2022,SE,49,287,43.0,40,29.56,930,0
15.0702,55.3739,2022,SE,50,287,26.0,30,29.85,1374,-1
14.8462,55.3336,2022,SE,51,288,20.0,30,29.31,82,-1
14.5551,55.5987,2022,SE,52,288,24.0,80,28.42,383,0
14.8004,55.7996,2022,SE,53,288,26.0,61,21.63,789,1
15.4973,55.5893,2022,SE,54,288,29.0,30,28.84,1217,-1
16.298,56.0272,2022,SE,55,289,9.0,60,30.0,297,0
21.551111,58.06861,2022,EE,1,285,20.0,10,17.0,395,1
20.617222,58.06861,2022,EE,2,285,25.0,30,26.0,705,1
20.45139,58.25111,2022,EE,3,285,30.0,15,16.0,910,0
21.269167,58.38389,2022,EE,4,286,30.0,15,16.0,495,1
21.652222,58.635,2022,EE,5,286,40.0,10,19.0,790,1
22.001667,58.635555,2022,EE,6,286,20.0,5,18.0,900,0
21.70139,58.868057,2022,EE,7,287,40.0,10,17.0,360,0
21.2525,59.06889,2022,EE,8,287,30.0,20,14.0,610,1
22.016666,59.185,2022,EE,9,287,30.0,30,23.0,885,0
22.584444,59.302223,2022,EE,10,288,30.0,10,22.0,370,1
23.100555,59.318054,2022,EE,11,288,35.0,10,23.0,550,1
23.651112,59.435833,2022,EE,12,288,40.0,10,18.0,730,1
27.28389,59.552223,2022,EE,13,289,27.0,30,17.0,360,1
26.951944,59.584446,2022,EE,14,289,26.0,15,11.0,495,1
26.284166,59.75139,2022,EE,15,289,30.0,15,18.0,735,1
25.952223,59.75139,2022,EE,16,289,30.0,10,17.0,860,0
25.267778,59.735,2022,EE,17,291,30.0,10,20.0,390,1
24.36861,59.616665,2022,EE,18,291,40.0,10,26.0,670,1
